gid,assignee_gid,assignee_resource_type,assignee_status,completed,completed_at,created_at,due_at,due_on,hearted,modified_at,name,notes,num_hearts,parent,workspace_gid,workspace_resource_type,project_id,assignee,parent_gid,parent_resource_type,_BATCH_ID_,_BATCH_LAST_RUN_
1211440160890824,1209371954135547,user,inbox,true,2025-09-26 14:26:38,2025-09-23 08:48:11,,2025-09-29,false,2025-10-28 14:56:37,Add Historical Leasing Information,,0,,543185907056595,workspace,1211068565160422,,,,112.0,2026-01-06 09:59:56
1211440160890832,1209371954135547,user,inbox,true,2025-09-26 11:36:39,2025-09-23 08:49:06,,2025-09-29,false,2025-10-28 14:56:40,Add Renewal Rate to Dashboard,,0,,543185907056595,workspace,1211068565160422,,,,112.0,2026-01-06 09:59:56
1211068569273322,,,upcoming,true,2025-09-23 08:46:12,2025-08-15 14:48:21,,,false,2025-09-23 08:46:12,Work Orders Dashboard,,0,,543185907056595,workspace,1211068565160422,,,,112.0,2026-01-06 09:59:56
1211971567972697,1209371954135547,user,inbox,true,2025-12-11 16:26:29,2025-11-17 16:00:02,,2025-12-11,false,2025-12-11 16:27:05,Commodity Tracker First Take,,0,,543185907056595,workspace,1211068565160422,,,,112.0,2026-01-06 09:59:56
1211775317650431,1207957394937659,user,inbox,true,2025-11-21 11:38:43,2025-10-28 14:55:05,,2025-11-10,false,2025-11-21 11:38:44,Portfolio Dashboard Reformatting,,0,,543185907056595,workspace,1211068565160422,,,,112.0,2026-01-06 09:59:56
1212299288037466,1207957394937659,user,inbox,false,,2025-12-04 20:30:31,,,false,2025-12-19 15:08:26,The Waters at Millerville,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037468,1207957394937659,user,inbox,false,,2025-12-04 20:30:35,,,false,2025-12-19 15:08:26,The Waters at Redstone,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037470,1207957394937659,user,inbox,false,,2025-12-04 20:30:39,,,false,2025-12-19 15:08:26,The Waters at Settlers Trace,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037472,1207957394937659,user,inbox,false,,2025-12-04 20:30:42,,,false,2025-12-19 15:08:26,The Waters at West Village,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037474,1207957394937659,user,inbox,false,,2025-12-04 20:30:45,,,false,2025-12-19 15:08:26,The Waters at Bluebonnet,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037476,1207957394937659,user,inbox,false,,2025-12-04 20:30:48,,,false,2025-12-19 15:08:26,The Waters at Crestview,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037478,1207957394937659,user,inbox,false,,2025-12-04 20:30:52,,,false,2025-12-19 15:08:26,The Heights at Picardy,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037480,1207957394937659,user,inbox,false,,2025-12-04 20:30:55,,,false,2025-12-19 15:08:25,The Waters at McGowin,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037482,1207957394937659,user,inbox,false,,2025-12-04 20:30:58,,2027-04-24,false,2025-12-19 15:08:24,The Waters at Freeport,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037484,1207957394937659,user,inbox,false,,2025-12-04 20:31:02,,2028-07-31,false,2025-12-19 15:08:24,The Heights at Waterpointe,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037498,1207957394937659,user,inbox,false,,2025-12-04 20:36:41,,2028-04-15,false,2025-12-19 15:08:24,The Waters at Promenade,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037486,1207957394937659,user,inbox,false,,2025-12-04 20:31:06,,2028-06-20,false,2025-12-19 15:08:24,The Flats at Ransley,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037488,1207957394937659,user,inbox,false,,2025-12-04 20:31:10,,2028-03-25,false,2025-12-19 15:08:24,The Heights at Materra,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037490,1207957394937659,user,inbox,false,,2025-12-04 20:31:15,,2028-03-27,false,2025-12-19 15:08:24,The Waters at Crosspointe,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037492,1207957394937659,user,inbox,false,,2025-12-04 20:31:19,,,false,2025-12-19 15:08:24,The Waters at Inverness,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037494,1207957394937659,user,inbox,false,,2025-12-04 20:31:24,,,false,2025-12-19 15:08:24,The Waters at Conway,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037496,1207957394937659,user,inbox,false,,2025-12-04 20:31:28,,,false,2025-12-19 15:08:24,The Waters at Covington,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212153078699271,1207957394937659,user,inbox,false,,2025-11-25 13:58:59,,2027-06-13,false,2025-12-04 09:38:12,The Waters at Millerville,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212153078699273,1207957394937659,user,inbox,false,,2025-11-25 13:59:03,,2027-02-25,false,2025-12-04 09:38:22,The Waters at Redstone,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212153078699275,1207957394937659,user,inbox,false,,2025-11-25 13:59:07,,2028-08-24,false,2025-12-04 09:38:29,The Waters at Settlers Trace,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212153078699277,1207957394937659,user,inbox,false,,2025-11-25 13:59:11,,2027-12-15,false,2025-12-04 09:38:39,The Waters at West Village,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212153078699279,1207957394937659,user,inbox,false,,2025-11-25 13:59:17,,2028-04-12,false,2025-12-04 09:38:48,The Waters at Bluebonnet,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212153078699281,1207957394937659,user,inbox,false,,2025-11-25 13:59:21,,2028-08-25,false,2025-12-04 09:38:59,The Waters at Crestview,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212153078699283,1207957394937659,user,inbox,false,,2025-11-25 13:59:26,,2028-10-11,false,2025-12-04 09:39:06,The Heights at Picardy,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212153078699285,1207957394937659,user,inbox,false,,2025-11-25 13:59:30,,2028-01-19,false,2025-12-04 09:39:15,The Waters at McGowin,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212153078699287,1207957394937659,user,inbox,false,,2025-11-25 13:59:40,,2029-04-24,false,2025-12-04 09:39:30,The Waters at Freeport,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212153078699289,1207957394937659,user,inbox,false,,2025-11-25 14:34:04,,2029-07-31,false,2025-12-04 09:39:37,The Heights at Waterpointe,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037500,1207957394937659,user,inbox,false,,2025-12-04 20:36:51,,2029-10-15,false,2025-12-19 15:08:33,The Waters at Promenade,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212153078699291,1207957394937659,user,inbox,false,,2025-11-25 14:34:10,,2028-12-20,false,2025-12-04 09:39:55,The Flats at Ransley,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212153078699293,1207957394937659,user,inbox,false,,2025-11-25 14:34:15,,2030-03-25,false,2025-12-04 09:40:02,The Heights at Materra,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212153078699295,1207957394937659,user,inbox,false,,2025-11-25 14:34:20,,2030-03-27,false,2025-12-04 09:40:18,The Waters at Crosspointe,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212153078699297,1207957394937659,user,inbox,false,,2025-11-25 14:34:24,,,false,2025-12-03 11:49:11,The Waters at Inverness,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212153078699299,1207957394937659,user,inbox,false,,2025-11-25 14:34:28,,,false,2025-12-03 11:49:11,The Waters at Conway,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212153078699301,1207957394937659,user,inbox,false,,2025-11-25 14:34:31,,,false,2025-12-03 11:49:11,The Waters at Covington,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212307977880223,,,upcoming,false,,2025-12-04 09:42:37,,,false,2025-12-04 09:42:37,The Waters at McGowin,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212307977880225,,,upcoming,false,,2025-12-04 09:42:41,,,false,2025-12-04 09:42:42,The Waters at Freeport,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212307977880227,,,upcoming,false,,2025-12-04 09:42:45,,,false,2025-12-04 09:42:45,The Heights at Waterpointe,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037502,,,upcoming,false,,2025-12-04 20:36:59,,,false,2025-12-04 20:37:01,The Waters at Promenade,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212307977880229,,,upcoming,false,,2025-12-04 09:42:48,,,false,2025-12-04 09:42:49,The Flats at Ransley,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212307977880231,,,upcoming,false,,2025-12-04 09:42:53,,,false,2025-12-04 09:42:54,The Heights at Materra,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037288,,,upcoming,false,,2025-12-04 09:42:57,,,false,2025-12-04 09:42:58,The Waters at Crosspointe,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037290,,,upcoming,false,,2025-12-04 09:43:01,,,false,2025-12-04 09:43:01,The Waters at Inverness,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037292,,,upcoming,false,,2025-12-04 09:43:05,,,false,2025-12-04 09:43:06,The Waters at Conway,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037294,,,upcoming,false,,2025-12-04 09:43:08,,,false,2025-12-04 09:43:10,The Waters at Covington,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037322,,,upcoming,false,,2025-12-04 09:44:57,,2027-03-31,false,2025-12-04 09:52:36,The Waters at Crosspointe,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037330,,,upcoming,false,,2025-12-04 09:45:13,,,false,2025-12-04 09:45:14,The Waters at Hammond,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037334,,,upcoming,false,,2025-12-04 09:45:23,,2025-12-31,false,2025-12-04 20:50:35,The Waters at Millerville,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037338,,,upcoming,false,,2025-12-04 09:45:37,,,false,2025-12-04 09:45:38,The Waters at Redstone,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037352,,,upcoming,false,,2025-12-04 09:46:06,,2026-09-30,false,2025-12-04 20:49:43,The Waters at Settlers Trace,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037360,,,upcoming,false,,2025-12-04 09:46:18,,,false,2025-12-04 09:46:19,The Waters at West Village,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037368,,,upcoming,false,,2025-12-04 09:46:29,,2026-03-12,false,2025-12-04 20:50:25,The Waters at Bluebonnet,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037376,,,upcoming,false,,2025-12-04 09:46:41,,2026-09-30,false,2025-12-04 20:51:23,The Waters at Crestview,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037384,,,upcoming,false,,2025-12-04 09:46:51,,2027-04-30,false,2025-12-04 20:53:20,The Heights at Picardy,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037392,,,upcoming,false,,2025-12-04 09:47:01,,2027-06-30,false,2025-12-04 20:53:39,The Waters at McGowin,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037400,,,upcoming,false,,2025-12-04 09:47:11,,2028-04-24,false,2025-12-04 20:55:55,The Waters at Freeport,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037408,,,upcoming,false,,2025-12-04 09:47:23,,2028-01-31,false,2025-12-04 20:56:39,The Heights at Waterpointe,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037506,,,upcoming,false,,2025-12-04 20:37:16,,2028-04-30,false,2025-12-04 20:57:11,The Waters at Promenade,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037416,,,upcoming,false,,2025-12-04 09:47:32,,2027-12-31,false,2025-12-04 20:59:46,The Flats at Ransley,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037424,,,upcoming,false,,2025-12-04 09:47:41,,2027-08-17,false,2025-12-04 20:59:50,The Heights at Materra,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037432,,,upcoming,false,,2025-12-04 09:47:56,,2028-03-27,false,2025-12-04 21:01:26,The Waters at Crosspointe,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037440,,,upcoming,false,,2025-12-04 09:48:13,,,false,2025-12-04 09:48:13,The Waters at Inverness,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037448,,,upcoming,false,,2025-12-04 09:48:28,,,false,2025-12-04 09:48:29,The Waters at Conway,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037456,,,upcoming,false,,2025-12-04 09:48:41,,,false,2025-12-04 09:48:41,The Waters at Covington,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212271517161447,1207957394937659,user,inbox,false,,2025-12-03 11:48:22,,2026-03-31,false,2025-12-04 21:07:18,The Waters at Hammond,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037436,,,upcoming,false,,2025-12-04 09:48:00,,,false,2025-12-04 09:48:01,The Waters at Crosspointe,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037542,,,upcoming,false,,2025-12-04 21:11:08,,,false,2025-12-04 21:11:23,The Waters at Robinwood,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212299288037462,,,upcoming,false,,2025-12-04 09:48:47,,2029-04-15,false,2025-12-04 21:15:44,The Waters at Covington,,0,,543185907056595,workspace,1212153078699255,,,,112.0,2026-01-06 09:59:56
1212561603701355,,,upcoming,false,,2025-12-22 16:28:47,,,false,2025-12-22 16:28:50,Key Parties,"Lender:
    

Lender Counsel:
    

Borrower Counsel:
    

Title Company:
    

Investors:
    

Investor Counsel:
    
",0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561603701363,,,upcoming,false,,2025-12-22 16:28:47,,,false,2025-12-22 16:28:50,Term Sheets/Commitment Letters,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561603689905,,,upcoming,false,,2025-12-22 16:28:36,,,false,2025-12-30 16:43:51,Bank Package,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561602480980,,,upcoming,false,,2025-12-22 16:28:42,,,false,2025-12-22 16:28:45,Org Chart,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561599388582,1207957399163090,user,inbox,true,2025-12-30 20:29:01,2025-12-22 16:28:35,,2025-12-31,false,2025-12-30 20:29:02,Create Initial Bank Package,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561594659911,1207957394937659,user,inbox,false,,2025-12-22 16:28:35,,2026-01-15,false,2025-12-22 16:28:55,Finalize Bank Package,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561599388593,1209371954135547,user,inbox,false,,2025-12-22 16:28:35,,2026-01-15,false,2025-12-22 16:28:55,Create Initial IMS Project,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561603689768,1207957399163090,user,inbox,false,,2025-12-22 16:28:35,,2026-01-15,false,2025-12-22 16:29:31,Upload Initial Due Diligence Docs,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561602478632,1207957394937659,user,inbox,false,,2025-12-22 16:28:41,,2026-01-15,false,2025-12-22 16:28:55,Select Bank,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561601877176,1207957394937659,user,inbox,false,,2025-12-22 16:28:41,,2026-01-15,false,2025-12-22 16:28:55,Select Investors,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561602480837,1207957394937659,user,inbox,false,,2025-12-22 16:28:42,,2026-01-15,false,2025-12-22 16:28:56,Finalize Deal Structure and Org Chart,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561601828308,1207708126459024,user,inbox,false,,2025-12-22 16:28:40,,2026-01-15,false,2025-12-22 16:28:56,Request Title Engagement Letter,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561602184228,1207708126459024,user,inbox,false,,2025-12-22 16:28:41,,2026-02-14,false,2025-12-22 16:28:56,Receive Title Engagement Letter,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561603689779,1207957394937659,user,inbox,false,,2025-12-22 16:28:36,,2026-02-14,false,2025-12-22 16:28:55,Schedule Kick-off Call,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561602480849,1207957399163090,user,inbox,false,,2025-12-22 16:28:42,,2026-02-14,false,2025-12-22 16:34:28,Upload Detailed Due Diligence Items,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561602478620,1207957394937659,user,inbox,false,,2025-12-22 16:28:40,,2026-02-14,false,2025-12-22 16:28:55,Receive Bank Term Sheet,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561602481063,1207957394937659,user,inbox,false,,2025-12-22 16:28:42,,2026-02-19,false,2025-12-22 16:28:56,Approve Bank Term Sheet,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561603700161,1207957394937659,user,inbox,false,,2025-12-22 16:28:47,,2026-02-14,false,2025-12-22 16:28:56,Receive Investor Term Sheet,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561603700173,1207957394937659,user,inbox,false,,2025-12-22 16:28:47,,2026-02-19,false,2025-12-22 16:28:56,Approve Investor Term Sheet,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561602480825,1207957394937659,user,inbox,false,,2025-12-22 16:28:42,,2026-02-14,false,2025-12-22 16:28:56,Order Appraisal,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561602474724,1207957394937659,user,inbox,false,,2025-12-22 16:28:36,,2026-03-16,false,2025-12-22 16:28:55,Receive Bank Approval,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561601877188,1207957394937659,user,inbox,false,,2025-12-22 16:28:41,,2026-03-16,false,2025-12-22 16:28:55,Receive Investor Approval,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561602481051,1207957394937659,user,inbox,false,,2025-12-22 16:28:42,,2026-03-16,false,2025-12-22 16:28:56,Receive Loan Docs,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561602480988,1207957394937659,user,inbox,false,,2025-12-22 16:28:42,,2026-03-21,false,2025-12-22 16:28:56,Setup Deposit Account,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561603697378,1207708126459024,user,inbox,false,,2025-12-22 16:28:42,,2026-03-21,false,2025-12-22 16:28:56,Generate Draft Settlement Statement,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561602184240,1207708126459024,user,inbox,false,,2025-12-22 16:28:41,,2026-03-26,false,2025-12-22 16:28:56,Approve Loan Docs,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561602475018,1207957394937659,user,inbox,false,,2025-12-22 16:28:37,,2026-03-26,false,2025-12-22 16:28:56,Review Funding,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561602481000,1207957394937659,user,inbox,false,,2025-12-22 16:28:42,,2026-03-26,false,2025-12-22 16:28:56,Approve Settlement Statement,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561601877200,1207957394937659,user,inbox,false,,2025-12-22 16:28:41,2026-03-31 10:00:00,2026-03-31,false,2025-12-30 20:29:01,Close Construction Loan,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561601869495,1209371954135547,user,inbox,false,,2025-12-22 16:28:35,,2026-05-15,false,2025-12-22 16:28:56,Setup Project in IMS,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561603701371,1209371954135547,user,inbox,false,,2025-12-22 16:28:47,,2026-05-15,false,2025-12-22 16:28:57,Create Stabilized Model,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561603689894,1209371954135547,user,inbox,false,,2025-12-22 16:28:36,,2026-05-15,false,2025-12-22 16:28:57,Update Portfolio Dashboard,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561601869473,1207957399163090,user,inbox,false,,2025-12-22 16:28:35,,2026-06-14,false,2025-12-22 16:28:57,Bind Builders Risk Insurance,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561601869484,1207957399163090,user,inbox,false,,2025-12-22 16:28:35,,2026-06-14,false,2025-12-22 16:28:57,Upload Building Permits,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561602474804,1209371954135547,user,inbox,false,,2025-12-22 16:28:37,,2026-04-16,false,2025-12-22 16:28:57,Create Developer Fee Invoice,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561602474793,1208562500231177,user,inbox,false,,2025-12-22 16:28:36,,2026-04-16,false,2025-12-22 16:28:57,Send Developer Fee to Stoa Group,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561602474815,1209371954135547,user,inbox,false,,2025-12-22 16:28:37,,2026-04-16,false,2025-12-22 16:28:57,Receive Closing Fee Invoice,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561603689912,1208562500231177,user,inbox,false,,2025-12-22 16:28:36,,2026-04-17,false,2025-12-22 16:28:57,Send Closing Fee to Preferred Equity,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561601828296,1207708126459024,user,inbox,false,,2025-12-22 16:28:40,,2026-04-20,false,2025-12-22 16:28:58,Save all Executed Closing Docs,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561603697390,1207957399163090,user,inbox,false,,2025-12-22 16:28:42,,2026-07-14,false,2025-12-22 16:28:58,Start Owners Books,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561603697402,1209371954135547,user,inbox,false,,2025-12-22 16:28:43,,2026-04-16,false,2025-12-22 16:28:58,Add Dates to Loan Covenants and Maturities Section,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561601875286,1207957394937659,user,inbox,false,,2025-12-22 16:28:36,,,false,2025-12-22 16:30:27,Construction Period Maturity,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561601875297,1207957394937659,user,inbox,false,,2025-12-22 16:28:36,,,false,2025-12-22 16:30:26,Mini-Perm Loan Maturities,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561601875308,1207957394937659,user,inbox,false,,2025-12-22 16:28:36,,,false,2025-12-22 16:30:28,Construction Completion Covenant,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561602474825,1207957394937659,user,inbox,false,,2025-12-22 16:28:36,,,false,2025-12-22 16:30:30,1st DSCR Covenant,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561601876483,1207957394937659,user,inbox,false,,2025-12-22 16:28:37,,,false,2025-12-22 16:30:31,2nd DSCR Covenant,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561602474836,1207957394937659,user,inbox,false,,2025-12-22 16:28:37,,,false,2025-12-22 16:30:33,Occupancy Covenant,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561602474847,1207957394937659,user,inbox,false,,2025-12-22 16:28:37,,,false,2025-12-22 16:30:35,Compliance Certificates,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561601876472,1207957394937659,user,inbox,false,,2025-12-22 16:28:37,,,false,2025-12-22 16:30:36,Redemption Plans,,0,,543185907056595,workspace,1212552979289023,,,,112.0,2026-01-06 09:59:56
1212561620615769,,,upcoming,false,,2025-12-22 16:33:04,,,false,2025-12-22 16:33:06,Key Parties,"Lender:
    

Lender Counsel:
    

Borrower Counsel:
    

Title Company:
    

Investors:
    

Investor Counsel:
    
",0,,543185907056595,workspace,1212552979289027,,,,112.0,2026-01-06 09:59:56
1212561620615777,,,upcoming,false,,2025-12-22 16:33:04,,,false,2025-12-22 16:33:06,Term Sheets/Commitment Letters,,0,,543185907056595,workspace,1212552979289027,,,,112.0,2026-01-06 09:59:56
1212561619704978,,,upcoming,false,,2025-12-22 16:32:53,,,false,2025-12-22 16:32:58,Bank Package,,0,,543185907056595,workspace,1212552979289027,,,,112.0,2026-01-06 09:59:56
1212561619850073,,,upcoming,false,,2025-12-22 16:32:59,,,false,2025-12-22 16:33:02,Org Chart,,0,,543185907056595,workspace,1212552979289027,,,,112.0,2026-01-06 09:59:56
1212561619822641,1207957399163090,user,inbox,false,,2025-12-22 16:32:52,,2025-12-31,false,2025-12-31 00:00:54,Create Initial Bank Package,,0,,543185907056595,workspace,1212552979289027,,,,112.0,2026-01-06 09:59:56
1212551724213756,1207957394937659,user,inbox,false,,2025-12-22 16:32:52,,2026-01-02,false,2026-01-02 00:21:15,Finalize Bank Package,,0,,543185907056595,workspace,1212552979289027,,,,112.0,2026-01-06 09:59:56
1212561619822652,1209371954135547,user,inbox,true,2025-12-31 09:09:38,2025-12-22 16:32:52,,2025-12-31,false,2025-12-31 09:09:39,Create Initial IMS Project,,0,,543185907056595,workspace,1212552979289027,,,,112.0,2026-01-06 09:59:56
